Number,Theme,Subtheme,Year,Set name,Minifigs,Pieces,RRP (GBP),RRP (USD),RRP (CAD),RRP (EUR),EAN,UPC,Width,Height,Depth,Weight,Notes,Qty owned,Qty owned new,Qty owned used,Wanted,Qty wanted,Priority,,,,,,,,,Value new (USD),Value used (USD),Launch date,Exit date
"5008227-1","Gear","Clothing",2023,"Christmas Jumper – Adults",,,24.99,,,27.99,5056688527921,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5008238-1","Gear","Posters",2023,"'The Terror Below' Poster",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5008239-1","Gear","Posters",2023,"'The Vanishing Brick' Poster",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5008240-1","Gear","Posters",2023,"'The Crooked Curse' Poster",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5008241-1","Gear","Posters",2023,"'Revenge of the Cheese Slope' Poster",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5008242-1","Gear","Posters",2023,"'Stuck' Poster",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5008243-1","Gear","Posters",2023,"'Night of the Buried Brick' Poster",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5008257-1","Miscellaneous","",2023,"MS LLAMA",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5008258-1","Gear","Puzzle",2023,"LEGO® Christmas Train Puzzle",,,14.99,,,16.99,9781797221335,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"5008259-1","Gear","Housewares",2023,"Holiday Cookie Stamps & Mug Set",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"6385893-1","Promotional","Miscellaneous",2023,"LEGO Masters gift",,107,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"6435196-1","Promotional","VIP Reward",2023,"Fantasy Adventure Ride",,168,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"6435198-1","Promotional","VIP Reward",2023,"Fantasy Adventure Ride",,168,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"6435201-1","Promotional","VIP Reward",2023,"Space Adventure Ride",,168,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"6435202-1","Promotional","VIP Reward",2023,"Space Adventure Ride",,168,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"6446166-1","Promotional","LEGO brand stores",2023,"Anniversary Red Brick",,73,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"6446167-1","Promotional","LEGO brand stores",2023,"Anniversary Red Brick",,73,,,,,5702017485881,,,,,,"",0,0,0,,0,0,,,,,,,,,14.6600,,"",""
"6453332-1","Promotional","LEGO brand stores",2023,"Rose",,23,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"6464602-1","Promotional","LEGO brand stores",2023,"Cake",,36,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"6465380-1","Friends","Promotional",2023,"Friends Heart Box",,36,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"6469488-1","Promotional","LEGO brand stores",2023,"Taco stand",,118,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"6470860-1","Promotional","LEGO brand stores",2023,"Disney Mini Castle",,60,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"6471330-1","Dreamzzz","Promotional",2023,"Crocktruck",,66,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"6471331-1","Dreamzzz","Promotional",2023,"Space Bus",,48,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"6471332-1","Dreamzzz","Promotional",2023,"Turtle Van",,42,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"6471611-1","Promotional","Insiders Reward",2023,"Buildable Cassette Player",,145,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"6471929-1","Miscellaneous","LEGO internal",2023,"The Mysteries of Play",,122,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,116.0400,,"",""
"6471930-1","Star Wars","Employee gift",2023,"Lucas Yoda Fountain",1,152,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"6476269-1","Promotional","LEGO brand stores",2023,"I Love LEGO Store Battersea tile",,1,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"6482525-1","Harry Potter","Promotional",2023,"Wand",,26,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"6484261-1","Ninjago","Promotional",2023,"Baby Riyu",,1,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"6485232-1","Promotional","LEGO brand stores",2023,"Santa",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"6485233-1","Promotional","LEGO brand stores",2023,"Snowman",,25,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"6485744-1","Dreamzzz","Promotional",2023,"Z-Blob M&T",,43,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"6485747-1","Dreamzzz","Promotional",2023,"Bunchu M&T",,34,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"6487475-1","Seasonal","Christmas",2023,"{?}",,148,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"6487484-1","Marvel Super Heroes","Promotional",2023,"Taxi",,150,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"6491112-1","Promotional","LEGO brand stores",2023,"Black Cat",,26,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"6491400-1","Promotional","LEGO brand stores",2023,"World Play Day 2023 set",,103,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"6495154-1","Promotional","Miscellaneous",2023,"LEGO Masters Mini Trophy",,150,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"6501726-1","Promotional","LEGO brand stores",2023,"Shamrock",,50,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"ARCADE-1","Promotional","LEGO brand stores",2023,"Arcade driving game",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"BATTERSEA-1","Promotional","LEGO brand stores",2023,"Battersea Power Station",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"BLOCKS099-1","Books","Magazines/Blocks",2023,"Blocks magazine issue 99",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"BLOCKS100-1","Books","Magazines/Blocks",2023,"Blocks magazine issue 100",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"BLOCKS101-1","Books","Magazines/Blocks",2023,"Blocks magazine issue 101",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"BLOCKS102-1","Books","Magazines/Blocks",2023,"Blocks magazine issue 102",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"BLOCKS103-1","Books","Magazines/Blocks",2023,"Blocks magazine issue 103",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"BLOCKS104-1","Books","Magazines/Blocks",2023,"Blocks magazine issue 104",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"BLOCKS105-1","Books","Magazines/Blocks",2023,"Blocks magazine issue 105",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"BLOCKS106-1","Books","Magazines/Blocks",2023,"Blocks magazine issue 106",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"BLOCKS107-1","Books","Magazines/Blocks",2023,"Blocks magazine issue 107",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"BLOCKS108-1","Books","Magazines/Blocks",2023,"Blocks magazine issue 108",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"BLOCKS109-1","Books","Magazines/Blocks",2023,"Blocks magazine issue 109",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"BNJOL-1","Seasonal","Halloween",2023,"Jack-o'-lantern",,113,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"BRICKJOURNAL078-1","Books","Magazines/BrickJournal",2023,"BrickJournal Issue 78",,,,10.95,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"BRICKJOURNAL079-1","Books","Magazines/BrickJournal",2023,"BrickJournal Issue 79",,,,10.95,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"BRICKJOURNAL080-1","Books","Magazines/BrickJournal",2023,"BrickJournal Issue 80",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"BRICKJOURNAL081-1","Books","Magazines/BrickJournal",2023,"BrickJournal Issue 81",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"BRICKJOURNAL082-1","Books","Magazines/BrickJournal",2023,"BrickJournal Issue 82",,,,10.95,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"BRICKTALES1-1","Miscellaneous","Brick Tales Pick a Brick Model",2023,"Desert Market Stall",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"BRICKTALES2-1","Miscellaneous","Brick Tales Pick a Brick Model",2023,"Medieval Throne",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"BRICKTALES3-1","Miscellaneous","Brick Tales Pick a Brick Model",2023,"City Racer",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"CAMERA-1","Promotional","LEGO brand stores",2023,"LEGO Lates Camera",,45,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"CLAPBOARD-1","Promotional","LEGO brand stores",2023,"LEGO Lates Clapboard",,18,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"DS2023-1","Miscellaneous","LEGO Internal",2023,"Cosmic Daydreams",,148,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"IDEASPAB1-1","Miscellaneous","Ideas Pick a Brick model",2023,"Billboard Fun",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"IDEASPAB2-1","Miscellaneous","Ideas Pick a Brick model",2023,"Cyber Explorers",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"IDEASPAB3-1","Miscellaneous","Ideas Pick a Brick model",2023,"4-Season Greenhouse",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"IDEASPAB4-1","Miscellaneous","Ideas Pick a Brick model",2023,"Market Magic",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"IDEASPAB5-1","Miscellaneous","Ideas Pick a Brick model",2023,"Modular Racers",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"IDEASPAB6-1","Miscellaneous","Ideas Pick a Brick model",2023,"Garden Dreams",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"IDEASPAB7-1","Miscellaneous","Ideas Pick a Brick model",2023,"Brick-quarium",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"ISBN9780241542460-1","Books","Dorling Kindersley",2023,"Build Your Own LEGO Escape Room",,49,18.99,19.99,,19.99,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"ISBN9780241598245-1","Books","Dorling Kindersley",2023,"The Big Book of LEGO Facts",,,,24.99,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"ISBN9780241602942-1","Books","Dorling Kindersley",2023,"Ideas on the Go",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"ISBN9780241608821-1","Books","Dorling Kindersley",2023,"The LEGO Christmas Games Book",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"ISBN9780241610589-1","Books","Dorling Kindersley",2023,"Harry Potter Ideas Book",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"ISBN9780241621424-1","Books","Dorling Kindersley",2023,"LEGO Marvel: Visual Dictionary",,5,,24.99,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"ISBN9780744081756-1","Books","Dorling Kindersley",2023,"LEGO Harry Potter: Character Encyclopedia, New Edition",,6,,21.99,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"ISBN9780744084641-1","Books","Dorling Kindersley",2023,"LEGO NINJAGO: Secret World of the Ninja, New Edition",,6,,19.99,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"ISBN9781452182339-1","Books","Chronicle",2023,"LEGO Heroes",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"ISBN9781484287767-1","Books","Apress",2023,"The Art of Virtual LEGO Design: Design LEGO Models using Studio 2.0",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"ISBN9781506725185-1","Books","Dark Horse",2023,"LEGO Space: 1978-1992",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"ISBN9781780559520-1","Books","Buster Books",2023,"DC Super Heroes: Batman vs. Harley Quinn",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"ISBN9781780559773-1","Books","Buster Books",2023,"Harry Potter: Magical Year at Hogwarts",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"ISBN9781911668442-1","Books","Murdoch Books",2023,"The Bricktionary: Brickman's ultimate LEGO A-Z",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"ISBN9783864909528-1","Books","Dpunkt",2023,"Das LEGO-Kugelbahn-Handbuch: Ideen und Techniken für eigene GBC-Module",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"MODULAR1-1","Miscellaneous","Modular Pick a Brick Model",2023,"Winter Modular",,150,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"MODULAR2-1","Miscellaneous","Modular Pick a Brick Model",2023,"Construction Modular",,150,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"MODULAR3-1","Miscellaneous","Modular Pick a Brick Model",2023,"Wig Stand Modular",,150,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"NL2023-1","Super Mario","Promotional",2023,"Green Yoshi",,31,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"NL2023-2","Super Mario","Promotional",2023,"Pink Yoshi",,31,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"RABBIT-1","Promotional","LEGO brand stores",2023,"Rabbit",,32,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"SDCC2023-8","Promotional","Minifigure",2023,"Brickbuster Video minifigure",,4,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"SDCC2023-1","Gear","Pins",2023,"San Diego Comic-Con 2023 Exclusive LEGO Pin set",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"SDCC2023-2","Gear","Pins",2023,"Sonic the Hedgehog pin",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"SDCC2023-3","Gear","Pins",2023,"Endor Speeder Chase pin",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"SDCC2023-4","Gear","Pins",2023,"Captain America pin",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"SDCC2023-5","Gear","Pins",2023,"Brickbuster Video pin",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"SDCC2023-6","Gear","Miscellaneous",2023,"Brickbuster Video VHS box",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"SDCC2023-7","Gear","Miscellaneous",2023,"Brickbuster Video membership card",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"SDCC2023-9","Gear","Key Chains/Promotional",2023,"LEGO Masters 2x4 Gold Metal Keychain",,,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""
"SONICIK-1","Sonic the Hedgehog","Promotional",2023,"Sonic the Hedgehog Influencer Kit",,615,,,,,,,,,,,"",0,0,0,,0,0,,,,,,,,,,,"",""







